500,0.6,0.8,114,1.0
62,82,2,5,2,1,1,2,0
63,54,2,5,1,1,1,7,470
64,51,1,1,1,1,1,8,913
65,58,2,1,1,1,1,6,472
66,60,2,5,1,54,1,8,570
67,39,2,5,1,1,1,6,401
68,17,2,6,1,1,1,3,415
69,17,2,6,1,22,1,5,472
70,67,2,4,1,16,1,11,0
71,63,2,6,1,150,1,8,0
72,39,1,4,1,13,1,8,714
73,11,2,6,1,12,1,2,0
74,34,2,6,1,1,1,8,214
75,78,1,4,1,29,1,7,0
76,57,1,4,1,1,1,6,154
77,57,1,1,1,13,1,3,52
78,58,2,1,1,1,1,4,570
79,29,2,4,1,1,1,6,474
80,9,1,6,1,1,1,0,0
81,6,2,6,1,1,1,0,0
82,46,2,1,2,1,1,6,423
83,50,1,1,2,1,1,5,962
84,53,2,3,1,1,1,6,0
85,62,2,5,2,1,1,8,0
86,56,1,6,2,1,1,6,422
87,65,1,1,2,1,1,8,626
88,64,2,1,2,1,1,6,402
89,59,2,1,1,1,1,8,1
90,60,1,1,1,1,1,5,0
91,33,1,4,1,1,1,8,770
92,35,1,1,1,24,1,11,84
93,31,2,1,1,22,1,8,512
94,74,1,1,1,1,1,8,485
95,72,2,1,1,1,1,4,0
96,25,2,6,1,1,1,6,584
97,82,2,5,2,1,1,2,0
98,56,2,6,1,1,1,8,284
99,60,1,5,1,1,1,8,204
100,29,1,6,1,1,1,6,865
101,74,1,1,1,1,1,6,392
102,70,2,1,1,1,1,7,0
103,64,2,1,1,1,1,6,0
104,61,1,1,1,1,1,4,913
105,32,1,6,2,1,1,6,623
106,58,2,4,2,1,1,5,401
107,15,1,6,2,1,1,2,0
108,79,2,5,1,1,1,6,0
109,70,2,3,1,1,1,5,0
110,31,1,1,1,1,1,11,325
111,28,2,1,1,1,11,11,231
112,50,2,5,2,1,1,2,0
113,83,2,5,1,1,1,6,0
114,74,2,5,1,1,1,6,570
115,62,1,1,1,1,1,11,640
116,60,2,1,1,1,1,7,231
117,37,2,4,2,1,1,6,402
118,11,2,6,2,1,1,2,0
119,6,2,6,2,1,1,0,0
120,1,2,6,2,1,0,0,0
121,47,1,1,1,1,1,8,720
122,55,2,1,1,23,1,2,0
123,32,1,6,1,23,1,2,972
124,27,1,6,1,23,1,6,962
125,65,1,4,2,1,1,3,0
126,87,1,1,1,1,1,2,0
127,80,2,1,1,1,1,2,0
128,47,2,4,1,1,1,6,570
129,29,2,2,1,1,1,7,472
130,7,1,6,1,1,1,1,0
131,4,1,6,1,1,0,0,0
132,77,1,1,1,29,1,5,0
133,74,2,1,1,29,1,3,0
134,62,1,1,1,42,1,6,485
135,63,2,1,1,1,1,6,0
136,42,1,6,1,1,1,6,354
137,41,1,4,1,1,1,6,913
138,14,1,6,1,1,1,2,0
139,38,2,4,1,1,1,6,402
140,18,2,6,1,1,1,6,494
141,15,1,6,1,1,1,2,0
142,56,2,1,1,12,12,10,101
143,56,1,1,1,1,1,11,106
144,23,2,1,1,1,1,7,540
145,26,1,1,1,1,1,8,770
146,48,2,4,1,1,1,8,313
147,20,2,6,1,1,1,8,526
148,49,1,6,1,48,1,8,865
149,54,2,1,1,18,1,6,476
150,55,1,1,1,39,1,8,476
151,11,2,6,1,48,1,1,0
152,31,1,6,1,1,74,7,392
153,70,2,4,1,421,11,6,0
154,66,2,1,1,1,1,6,0
155,69,1,1,1,1,1,2,815
156,21,2,6,1,48,1,7,992
157,24,2,4,1,48,1,8,570
158,51,2,1,1,48,1,6,0
159,59,1,1,1,40,1,11,306
160,4,2,6,1,1,0,1,0
161,59,1,1,1,13,1,8,770
162,58,2,1,1,12,1,6,0
163,26,2,1,1,1,1,8,313
164,32,1,1,1,28,1,8,14
165,3,2,6,1,1,0,0,0
166,28,2,6,2,1,1,8,554
167,41,1,4,1,37,1,11,903
168,45,2,1,1,2,1,6,71
169,47,1,1,1,1,1,6,770
170,23,2,6,1,1,1,8,470
171,16,2,6,1,1,1,3,425
172,14,1,6,1,1,1,2,0
173,22,2,6,2,1,1,8,472
174,66,1,1,1,1,1,10,770
175,65,2,1,1,1,1,6,0
176,80,2,1,1,28,1,10,0
177,81,1,1,1,28,1,6,0
178,58,1,1,1,28,1,10,552
179,57,2,1,1,1,1,8,570
180,73,2,2,1,1,1,6,0
181,72,2,5,2,1,1,2,0
182,40,1,3,1,1,1,8,623
183,13,2,6,1,1,1,2,0
184,12,1,6,1,1,1,2,0
185,10,2,6,1,1,1,1,0
186,50,1,1,1,1,1,8,21
187,48,2,1,1,6,1,8,263
188,37,1,4,1,42,1,6,586
189,17,1,6,1,1,1,4,0
190,10,2,6,1,1,1,1,0
191,24,2,1,1,1,1,11,80
192,27,1,1,1,1,1,6,421
193,59,1,1,1,1,1,10,1
194,61,2,1,1,12,1,10,0
195,73,2,1,2,1,1,6,0
196,79,1,1,2,1,1,2,0
197,65,1,1,1,28,1,11,485
198,60,2,1,1,26,1,6,512
199,45,1,1,1,47,1,7,500
200,36,2,1,1,39,1,11,0
201,3,2,6,1,1,0,0,0
202,1,1,6,1,1,0,0,0
203,77,1,1,2,1,1,11,913
204,77,2,1,2,1,1,2,0
205,52,1,2,1,54,1,8,561
206,20,2,6,1,1,1,6,0
207,42,2,2,1,1,1,6,470
208,28,1,1,1,36,1,7,913
209,29,2,1,1,36,1,6,0
210,6,1,6,1,6,1,1,0
211,2,1,6,1,1,0,0,0
212,1,2,6,1,1,0,0,0
213,28,1,1,7,110,12,8,983
214,29,2,1,7,110,12,8,350
215,4,2,6,7,110,0,0,0
216,94,2,5,7,110,12,0,0
217,65,1,4,1,28,1,5,94
218,33,1,6,1,1,1,6,896
219,32,1,1,2,1,1,8,62
220,32,2,1,2,1,1,11,233
221,3,1,6,2,1,0,1,0
222,43,2,4,1,1,1,7,365
223,16,1,6,1,1,1,3,992
224,16,2,6,1,1,1,3,0
225,0,1,6,1,1,0,0,0
226,50,1,1,8,1,1,2,962
227,41,2,1,1,22,1,6,0
228,32,2,6,1,1,1,7,350
229,35,1,4,1,1,1,5,624
230,37,1,1,2,21,1,10,5
231,39,2,1,2,1,1,8,0
232,8,1,6,2,13,1,1,0
233,6,1,6,2,1,1,1,0
234,63,1,1,1,1,1,2,836
235,65,2,1,1,1,1,5,0
236,61,2,4,1,31,1,8,470
237,64,2,1,1,28,11,10,0
238,68,1,1,1,1,1,3,913
239,53,1,1,1,1,1,8,635
240,44,2,1,7,28,1,8,470
241,28,1,3,8,28,1,8,500
242,31,1,1,1,1,1,6,721
243,30,2,1,1,1,1,6,570
244,5,1,6,1,1,1,0,0
245,67,2,1,2,1,1,6,0
246,68,1,1,2,1,1,4,0
247,43,2,1,1,1,1,8,570
248,46,1,1,1,1,1,7,720
249,48,2,1,1,1,1,8,53
250,51,1,1,1,1,1,5,562
251,11,2,6,1,1,1,1,0
252,7,2,6,1,1,1,1,0
253,61,1,1,1,1,1,8,531
254,53,2,1,1,13,1,6,0
255,71,2,5,1,1,1,6,0
256,29,2,1,1,1,1,10,62
257,32,1,1,1,1,1,8,385
258,31,1,6,1,1,1,10,231
259,86,2,5,1,1,1,2,0
260,37,1,1,1,455,1,11,306
261,32,2,1,1,21,1,11,305
262,4,1,6,1,54,0,1,0
263,1,2,6,1,1,0,0,0
264,36,1,1,7,1,1,6,814
265,35,2,1,2,1,1,6,850
266,13,2,6,2,1,1,2,0
267,37,1,6,1,1,1,2,646
268,45,2,1,2,1,1,10,62
269,43,1,1,2,1,1,6,874
270,20,2,6,2,1,1,8,0
271,35,1,1,1,1,1,10,102
272,34,2,1,1,1,1,8,500
273,49,1,1,1,34,1,11,290
274,47,2,1,1,34,1,11,215
275,15,1,6,1,1,1,3,0
276,12,2,6,1,1,1,2,0
277,35,2,3,2,1,1,4,360
278,9,2,6,2,1,1,1,0
279,7,1,6,2,1,1,1,0
280,6,1,6,2,1,1,1,0
281,3,1,6,2,1,0,1,0
282,57,2,6,1,1,1,6,570
283,34,2,6,2,1,1,6,411
284,17,1,6,2,1,1,5,405
285,16,2,6,2,1,1,4,0
286,13,1,6,2,1,1,2,0
287,11,1,6,2,1,1,2,0
288,62,1,1,1,1,1,2,43
289,58,2,1,1,1,1,2,0
290,64,2,3,1,54,1,6,0
291,38,1,4,1,1,1,6,635
292,38,2,4,1,1,1,6,430
293,31,2,6,1,1,1,8,313
294,29,2,6,1,1,1,10,351
295,56,2,4,1,1,1,3,570
296,48,2,4,1,411,1,6,472
297,43,2,4,2,1,1,8,401
298,26,2,4,2,1,1,6,380
299,2,1,6,2,1,0,0,0
300,11,2,6,2,1,1,2,0
301,10,2,6,2,1,1,2,0
302,26,1,1,1,1,1,4,913
303,24,2,1,1,1,1,6,496
304,4,2,6,1,1,0,0,0
305,36,1,1,1,1,1,6,736
306,41,2,1,1,21,1,6,500
307,16,1,6,1,1,1,3,0
308,60,1,1,1,1,1,2,913
309,62,2,1,1,1,1,6,0
310,37,2,6,2,47,1,8,570
311,43,1,1,2,1,1,8,375
312,38,2,1,2,1,1,8,962
313,18,2,6,2,1,1,6,992
314,0,2,6,2,1,0,0,0
315,94,2,5,2,1,1,6,0
316,53,1,1,1,1,1,6,470
317,52,2,1,1,1,1,8,524
318,18,1,6,1,1,1,5,562
319,35,1,1,1,1,1,11,306
320,32,2,1,1,1,1,11,35
321,1,1,6,1,1,0,0,0
322,25,1,4,1,1,12,8,586
323,72,1,1,1,1,1,8,0
324,72,2,1,1,1,1,11,313
325,79,2,5,1,39,1,6,0
326,67,2,1,1,1,1,8,0
327,65,1,1,1,1,1,7,806
328,62,1,1,1,1,1,6,826
329,53,2,1,1,1,1,6,570
330,70,1,6,1,42,1,10,0
331,44,1,4,1,29,1,6,814
332,46,2,1,1,1,1,11,23
333,53,1,1,1,1,1,11,23
334,19,1,6,1,1,1,7,425
335,58,2,1,1,1,1,6,476
336,61,1,1,1,1,1,8,484
337,76,1,1,1,1,1,6,0
338,65,2,1,1,1,1,6,570
339,38,2,1,1,19,1,10,263
340,37,1,1,1,26,1,8,43
341,42,2,1,1,12,1,8,552
342,42,1,1,1,1,1,6,644
343,20,2,6,1,1,1,7,360
344,12,2,6,1,1,1,2,0
345,8,2,6,1,1,1,1,0
346,44,2,4,1,22,1,10,484
347,17,1,6,1,1,1,4,0
348,13,2,6,1,1,1,2,0
349,11,2,6,1,1,1,2,0
350,53,1,4,1,1,1,6,350
351,39,1,1,1,8,1,10,153
352,40,2,1,1,25,1,10,0
353,9,1,6,1,12,1,1,0
354,6,1,6,1,1,1,1,0
355,0,2,6,1,1,0,0,0
356,24,2,6,1,28,1,10,231
357,25,2,6,2,1,1,5,830
358,0,2,6,2,1,0,0,0
359,35,1,1,1,1,1,6,422
360,36,2,1,1,1,1,6,666
361,16,1,6,8,1,1,4,402
362,15,1,6,8,1,1,3,0
363,8,1,6,8,1,1,1,0
364,64,1,1,1,1,1,6,770
365,61,2,1,1,1,1,6,350
366,62,1,3,1,1,1,1,0
367,16,2,6,1,47,1,4,0
368,5,1,6,1,1,1,0,0
369,4,2,6,1,18,0,0,0
370,43,2,3,1,47,1,3,472
371,50,1,1,2,1,1,6,733
372,49,2,1,2,1,1,6,244
373,47,1,1,1,1,1,6,644
374,48,2,1,1,45,1,8,313
375,18,1,6,1,1,1,6,476
376,10,1,6,1,1,1,1,0
377,41,1,1,1,1,1,6,865
378,37,2,1,1,1,1,6,411
379,6,1,6,1,1,1,1,0
380,13,2,6,1,1,1,2,0
381,14,1,6,1,1,1,2,0
382,80,2,5,1,12,1,6,0
383,45,1,1,1,1,1,6,496
384,44,2,1,1,1,1,6,822
385,21,2,6,1,1,1,7,570
386,20,2,6,1,1,1,7,570
387,18,2,6,1,1,1,6,422
388,0,1,6,1,1,0,0,0
389,39,2,4,1,1,1,6,512
390,14,1,6,1,1,1,2,0
391,11,2,6,1,1,1,1,0
392,43,2,4,1,28,1,11,470
393,79,2,4,2,1,1,11,220
394,33,2,1,1,26,1,6,832
395,40,1,1,1,1,1,2,626
396,29,1,1,2,36,1,8,623
397,36,2,1,2,1,1,8,460
398,17,2,6,2,1,1,5,0
399,8,1,6,2,1,1,1,0
400,1,2,6,2,1,0,0,0
401,67,1,1,1,1,1,10,80
402,75,2,1,1,1,1,8,350
403,47,1,1,1,1,1,10,770
404,45,2,1,1,1,1,6,570
405,16,1,6,1,1,1,4,605
406,20,2,6,1,1,1,8,586
407,60,1,1,1,1,1,6,21
408,51,2,1,1,1,1,3,775
409,75,1,1,1,1,1,8,0
410,79,2,1,1,1,1,8,0
411,74,2,5,2,1,1,3,0
412,49,1,4,1,36,1,6,913
413,48,1,4,1,1,1,6,0
414,22,1,6,1,1,1,6,960
415,67,2,5,1,1,1,6,0
416,66,2,5,1,1,1,6,0
417,94,2,5,1,5,1,2,0
418,46,2,6,2,1,1,6,423
419,16,1,6,2,1,1,4,0
420,73,2,5,1,47,1,6,0
421,79,2,1,1,1,1,7,0
422,94,1,1,1,1,1,2,0
423,29,2,1,1,1,1,8,313
424,36,1,1,1,1,1,6,53
425,6,2,6,1,1,1,1,0
426,1,2,6,1,1,0,0,0
427,50,1,1,1,42,1,10,2
428,55,2,1,1,1,1,6,832
429,25,2,3,2,51,1,7,460
430,43,2,3,2,1,1,8,350
431,11,2,6,2,1,1,2,0
432,8,1,6,2,1,1,1,0
433,40,1,1,2,1,1,8,551
434,35,2,1,2,1,1,8,570
435,18,2,6,2,1,1,7,472
436,37,2,3,2,1,1,4,365
437,17,2,6,2,1,1,2,0
438,15,2,6,2,1,1,2,0
439,3,2,6,2,1,0,0,0
440,6,2,6,2,1,1,1,0
441,77,2,5,1,1,1,6,0
442,94,2,5,2,1,1,1,0
443,59,1,1,1,1,1,6,803
444,44,2,1,1,1,1,6,476
445,56,2,1,2,1,1,7,360
446,46,1,1,2,1,1,8,461
447,19,2,6,2,1,1,7,472
448,76,2,5,1,45,1,11,313
449,59,1,1,1,1,1,8,143
450,59,2,1,1,1,1,11,570
451,47,1,4,2,1,1,10,385
452,38,1,1,1,13,1,8,111
453,30,2,1,1,1,1,6,524
454,13,1,6,1,13,1,2,0
455,11,1,6,1,1,1,2,0
456,8,1,6,1,51,1,1,0
457,47,2,4,3,47,1,11,220
458,10,2,6,8,51,1,1,0
459,18,2,6,3,22,1,4,962
460,18,1,6,3,22,1,4,962
461,39,2,4,2,48,1,6,562
462,16,2,6,2,48,1,3,472
463,11,1,6,2,13,1,1,0
464,48,2,6,2,1,1,6,0
465,13,2,6,2,1,1,2,0
466,65,2,5,1,1,1,6,71
467,86,1,5,2,1,1,2,0
468,31,1,1,2,1,1,8,31
469,29,2,1,2,1,1,7,254
470,12,1,6,2,1,1,2,0
471,5,2,6,2,1,1,0,0
472,51,1,4,1,1,1,6,775
473,36,2,6,1,54,1,10,360
474,35,1,6,1,1,1,8,476
475,66,1,1,1,39,1,11,0
476,61,2,1,1,453,1,7,94
477,36,2,4,1,40,1,10,313
478,65,2,4,1,12,1,8,570
479,72,2,5,2,1,1,10,0
480,24,2,1,1,1,1,8,524
481,28,1,1,1,18,1,6,720
482,10,2,6,1,1,1,1,0
483,45,2,1,1,22,1,8,570
484,60,1,1,1,22,1,7,472
485,46,2,5,1,1,1,6,0
486,75,2,5,1,1,1,6,0
487,62,2,6,1,1,1,11,581
488,55,2,4,1,18,1,6,420
489,77,1,1,1,1,1,10,0
490,67,2,1,1,1,1,10,0
491,44,1,1,1,18,1,3,734
492,41,2,1,1,1,1,6,962
493,27,1,4,1,1,1,5,0
494,5,1,6,1,1,1,1,0
495,2,1,6,1,1,0,0,0
496,67,2,5,2,1,1,10,231
497,58,2,4,1,1,1,6,500
498,33,2,3,1,4,1,7,404
499,12,1,6,1,1,1,2,0
500,85,2,5,1,1,1,2,0
